no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_income_ratio,emi_proxy,emi_income_ratio,asset_total,education_ Not Graduate,self_employed_ Yes,loan_status
1,8300000,24900000,10,642,11500000,15400000,21600000,5800000,2.9999999999999996,2489999.999751,0.29999999997,54300000,False,False,1
4,7900000,29900000,8,314,22000000,4600000,26000000,8100000,3.7848101265822782,3737499.9995328123,0.4731012657636471,60700000,False,False,0
1,8600000,25900000,2,606,3700000,14900000,32700000,12200000,3.0116279069767433,12949999.993525,1.5058139527354648,63500000,True,False,1
5,6700000,17600000,14,843,12700000,200000,19500000,5600000,2.6268656716417906,1257142.8570530612,0.18763326224672552,38000000,True,True,1
0,2700000,7400000,10,778,6800000,800000,5600000,2800000,2.7407407407407396,739999.999926,0.27407407404666656,16000000,False,False,1
0,6600000,25600000,8,718,12600000,12200000,21700000,9000000,3.8787878787878785,3199999.9995999997,0.4848484847878787,55500000,True,False,1
1,7100000,20800000,20,437,9600000,7300000,24700000,8800000,2.929577464788732,1039999.999948,0.14647887323211264,50400000,False,True,0
5,300000,700000,10,586,0,400000,1000000,100000,2.3333333333333255,69999.999993,0.23333333330999925,1500000,False,True,1
2,2200000,7000000,6,777,6100000,400000,4400000,3300000,3.1818181818181803,1166666.6664722222,0.5303030302146462,14200000,False,False,1
1,8700000,31700000,12,525,7800000,10200000,30300000,6100000,3.6436781609195394,2641666.666446528,0.30363984671799166,54400000,False,True,0
4,7200000,23100000,12,632,4600000,8500000,19400000,4400000,3.208333333333333,1924999.9998395834,0.267361111088831,36900000,False,False,1
0,2000000,4800000,20,337,1300000,2200000,5500000,1700000,2.399999999999999,239999.999988,0.11999999999399995,10700000,True,False,0
4,8600000,27900000,8,458,22400000,1800000,34000000,11700000,3.244186046511627,3487499.9995640623,0.405523255763263,69900000,False,True,0
2,2300000,5400000,8,364,4500000,500000,7000000,2000000,2.3478260869565206,674999.999915625,0.2934782608328803,14000000,False,True,0
2,9600000,29800000,16,499,28500000,6300000,31800000,7400000,3.104166666666666,1862499.9998835938,0.19401041665454097,74000000,True,True,0
2,1900000,6500000,16,887,2000000,1200000,4500000,1700000,3.4210526315789456,406249.99997460935,0.2138157894603206,9400000,False,True,1
1,2100000,6300000,16,882,3900000,2200000,7700000,2900000,2.9999999999999987,393749.9999753906,0.18749999998828115,16700000,False,False,1
1,3900000,8700000,8,817,900000,2500000,10700000,2100000,2.2307692307692304,1087499.9998640625,0.278846153811298,16200000,True,True,1
5,200000,300000,10,704,500000,100000,800000,200000,1.4999999999999927,29999.999997,0.14999999998499924,1600000,True,True,1
1,1900000,4500000,12,742,1200000,2000000,4400000,1200000,2.368421052631578,374999.99996875,0.1973684210361841,8800000,True,True,1
0,3200000,11600000,4,393,4700000,300000,8000000,3100000,3.624999999999999,2899999.999275,0.9062499997734372,16100000,True,True,1
0,1100000,4300000,18,828,700000,800000,2900000,900000,3.9090909090909056,238888.8888756173,0.21717171715965192,5300000,True,False,1
5,8000000,21500000,12,779,2600000,15100000,29800000,10400000,2.6874999999999996,1791666.666517361,0.2239583333146701,57900000,False,True,1
4,6100000,21700000,6,860,13900000,900000,14100000,5600000,3.557377049180327,3616666.666063889,0.5928961747645719,34500000,False,True,1
5,3200000,10600000,2,432,6500000,3700000,11200000,3700000,3.312499999999999,5299999.99735,1.6562499991718744,25100000,False,False,1
4,9000000,30400000,20,532,21000000,7400000,30500000,13100000,3.377777777777777,1519999.999924,0.1688888888804444,72000000,False,True,0
0,1200000,3200000,2,678,1500000,1000000,3400000,900000,2.6666666666666647,1599999.9992,1.3333333326666656,6800000,True,True,1
3,7900000,27000000,6,601,17700000,7800000,27600000,11500000,3.4177215189873413,4499999.99925,0.5696202530696203,64600000,False,False,1
3,7700000,23100000,8,807,2900000,9800000,20400000,7000000,2.9999999999999996,2887499.9996390627,0.374999999953125,40100000,False,True,1
2,4400000,16500000,16,879,7800000,7500000,10300000,5400000,3.749999999999999,1031249.9999355469,0.23437499998535152,31000000,True,False,1
1,3100000,11200000,18,665,2000000,5400000,12000000,2500000,3.6129032258064506,622222.2221876543,0.2007168458669852,21900000,True,False,1
5,2600000,9300000,16,697,5100000,1200000,7700000,3700000,3.5769230769230758,581249.9999636719,0.22355769229371988,17700000,True,True,1
4,5500000,21700000,14,867,5000000,8700000,15200000,3100000,3.945454545454545,1549999.9998892858,0.2818181817980519,32000000,False,False,1
1,5700000,15500000,8,544,10500000,8700000,20900000,7000000,2.7192982456140347,1937499.9997578126,0.3399122806592653,47100000,False,False,0
5,6100000,20700000,20,482,9400000,2000000,16900000,5900000,3.393442622950819,1034999.99994825,0.16967213113905735,34200000,False,False,0
2,8200000,22500000,18,857,13400000,14300000,28400000,8400000,2.74390243902439,1249999.9999305555,0.15243902438177503,64500000,False,False,1
1,6000000,21200000,12,549,17900000,8200000,16900000,6200000,3.5333333333333328,1766666.6665194444,0.29444444441990736,49200000,False,False,0
1,8000000,30600000,10,720,23700000,8500000,24900000,9700000,3.8249999999999997,3059999.999694,0.38249999996174994,66800000,False,True,1
4,2000000,4800000,8,302,1500000,800000,4000000,2600000,2.399999999999999,599999.999925,0.2999999999624999,8900000,True,False,0
5,1300000,2900000,12,669,400000,1700000,3900000,1800000,2.230769230769229,241666.66664652777,0.1858974358819443,7800000,False,True,1
1,7000000,27100000,6,591,6700000,12200000,21500000,4900000,3.871428571428571,4516666.665913889,0.6452380951305555,45300000,False,False,1
3,4100000,15300000,6,440,7500000,5100000,8200000,2000000,3.73170731707317,2549999.999575,0.6219512194085364,22800000,False,False,0
3,8000000,26200000,16,890,15800000,4300000,25000000,4000000,3.2749999999999995,1637499.9998976563,0.204687499987207,49100000,False,False,1
4,8100000,28000000,8,663,8800000,11300000,26000000,5500000,3.45679012345679,3499999.9995625,0.4320987653780864,51600000,True,False,1
4,9500000,22600000,14,433,10000000,900000,23100000,13400000,2.378947368421052,1614285.7141704082,0.16992481201793766,47400000,False,True,0
0,9200000,22500000,10,317,14200000,17400000,28500000,10700000,2.445652173913043,2249999.999775,0.24456521736684778,70800000,False,False,0
2,3900000,14700000,16,360,2600000,200000,8300000,2900000,3.7692307692307683,918749.9999425781,0.23557692306219946,14000000,False,False,0
1,9100000,26200000,8,727,20800000,7100000,27800000,8900000,2.8791208791208787,3274999.999590625,0.35989010984512354,64600000,False,False,1
3,3000000,8300000,4,685,2900000,5400000,11300000,3800000,2.7666666666666657,2074999.99948125,0.6916666664937499,23400000,False,True,1
4,2000000,4300000,8,373,2000000,2700000,7700000,2200000,2.149999999999999,537499.9999328125,0.26874999996640614,14600000,False,False,0
5,6300000,14600000,8,469,13300000,10100000,24500000,3800000,2.317460317460317,1824999.999771875,0.28968253964632934,51700000,False,False,0
3,4100000,10900000,8,548,8800000,5200000,13200000,4300000,2.658536585365853,1362499.9998296874,0.33231707312919195,31500000,True,True,0
0,9800000,29400000,20,618,1200000,14600000,33800000,8300000,2.9999999999999996,1469999.9999265,0.14999999999249997,57900000,True,False,1
2,5200000,15400000,8,658,1200000,7500000,12800000,3200000,2.961538461538461,1924999.999759375,0.37019230764603356,24700000,False,False,1
3,7600000,28700000,18,781,21300000,12400000,29600000,8000000,3.7763157894736836,1594444.444355864,0.20979532162577155,71300000,False,False,1
3,9200000,35500000,2,715,11100000,11800000,19800000,11700000,3.858695652173912,17749999.991125,1.929347825122282,54400000,True,False,1
5,2200000,8100000,4,409,300000,0,4900000,2400000,3.6818181818181803,2024999.99949375,0.9204545452244315,7600000,True,False,0
2,8300000,20600000,10,504,100000,900000,33200000,6700000,2.4819277108433733,2059999.999794,0.24819277105951806,40900000,True,True,0
3,6100000,21600000,16,428,2900000,6100000,15100000,7200000,3.5409836065573765,1349999.999915625,0.22131147539600407,31300000,False,True,0
2,4500000,16600000,20,704,6400000,4200000,16900000,2400000,3.688888888888888,829999.9999585,0.1844444444352222,29900000,False,False,1
3,6600000,18800000,12,834,18800000,9300000,13700000,4800000,2.848484848484848,1566666.6665361112,0.2373737373539562,46600000,True,False,1
4,8900000,34900000,14,694,15400000,2800000,20600000,9100000,3.9213483146067407,2492857.1426790818,0.2800963081661889,47900000,True,False,1
4,3900000,13300000,20,453,9800000,500000,12300000,4700000,3.4102564102564092,664999.99996675,0.17051282050429484,27300000,False,True,0
3,8900000,35400000,14,404,22300000,7700000,26400000,5900000,3.9775280898876395,2528571.4283908163,0.28410914925739505,62300000,False,True,0
5,6400000,22300000,12,776,500000,9100000,24100000,5800000,3.4843749999999996,1858333.3331784722,0.2903645833091362,39500000,True,False,1
1,9500000,28700000,16,526,24600000,4900000,31800000,6600000,3.021052631578947,1793749.9998878906,0.18881578946188318,67900000,True,True,0
3,300000,1000000,8,641,700000,200000,1100000,200000,3.3333333333333224,124999.999984375,0.41666666661458196,2200000,False,True,1
5,4100000,12300000,6,582,10900000,6100000,14100000,3500000,2.999999999999999,2049999.9996583334,0.49999999991666655,34600000,True,False,1
2,8100000,20800000,18,778,4100000,15500000,16700000,10600000,2.567901234567901,1155555.555491358,0.1426611796902911,46900000,False,False,1
4,9900000,28400000,10,763,23700000,12700000,35800000,5800000,2.868686868686868,2839999.999716,0.28686868683999994,78000000,False,False,1
0,4800000,19000000,12,650,7000000,1000000,15600000,4800000,3.9583333333333326,1583333.3332013888,0.3298611110836226,28400000,True,False,1
0,2900000,9700000,2,820,6700000,1600000,9100000,3900000,3.3448275862068955,4849999.997575,1.6724137922672409,21300000,False,True,1
1,3500000,13500000,12,824,8400000,3900000,11600000,4100000,3.8571428571428563,1124999.99990625,0.32142857140178566,28000000,True,True,1
1,4900000,12600000,4,718,11800000,7300000,11800000,3800000,2.5714285714285707,3149999.9992124997,0.6428571426964284,34700000,True,True,1
2,5100000,13300000,14,313,5900000,7900000,18000000,3900000,2.6078431372549016,949999.9999321429,0.18627450979061622,35700000,True,True,0
5,7300000,26200000,10,751,1400000,12200000,26700000,10400000,3.5890410958904106,2619999.999738,0.3589041095531506,50700000,False,False,1
0,200000,300000,18,520,100000,300000,600000,100000,1.4999999999999927,16666.66666574074,0.0833333333287033,1100000,False,True,0
2,1400000,4700000,4,355,2100000,600000,4400000,1400000,3.357142857142855,1174999.99970625,0.8392857140758923,8500000,False,False,1
3,8700000,33600000,14,314,7700000,10000000,21700000,6200000,3.8620689655172407,2399999.9998285715,0.2758620689458128,45600000,False,True,0
1,2800000,5900000,20,728,1000000,3200000,10300000,1400000,2.1071428571428563,294999.99998525,0.10535714285187496,15900000,True,True,1
3,9100000,30100000,14,564,26600000,7300000,22700000,8200000,3.307692307692307,2149999.9998464286,0.23626373624686023,64800000,False,True,1
0,6800000,15300000,14,699,19900000,2600000,13900000,8300000,2.2499999999999996,1092857.1427790816,0.1607142857028061,44700000,True,True,1
0,5000000,17000000,6,624,6700000,6200000,15400000,5900000,3.3999999999999995,2833333.332861111,0.5666666665722221,34200000,True,True,1
0,4400000,16800000,14,795,8700000,8700000,12600000,3400000,3.8181818181818175,1199999.9999142857,0.2727272727077922,33400000,False,True,1
5,8400000,18600000,20,703,2500000,7100000,28800000,9500000,2.214285714285714,929999.9999535,0.11071428570874997,47900000,True,True,1
4,7800000,17300000,4,394,3600000,13100000,24300000,7200000,2.2179487179487176,4324999.99891875,0.5544871793485576,48200000,False,False,0
4,4800000,9900000,14,779,5200000,9300000,18600000,2900000,2.0624999999999996,707142.8570923469,0.14732142856090558,36000000,False,True,1
1,3200000,8800000,4,405,1000000,2600000,10700000,3400000,2.749999999999999,2199999.99945,0.6874999998281248,17700000,False,False,0
5,2300000,6700000,16,612,6700000,3300000,8800000,2000000,2.9130434782608683,418749.99997382815,0.1820652173799252,20800000,False,True,1
5,9200000,28100000,10,448,22300000,3300000,33200000,10700000,3.054347826086956,2809999.999719,0.3054347825781521,69500000,True,True,0
2,4700000,13700000,6,506,1300000,7900000,16700000,3500000,2.914893617021276,2283333.332952778,0.48581560275591007,29400000,True,True,0
0,8000000,30400000,2,776,16600000,1400000,29100000,7800000,3.7999999999999994,15199999.9924,1.8999999990499998,54900000,True,True,1
1,2600000,8600000,6,730,800000,2900000,6000000,3100000,3.3076923076923066,1433333.3330944444,0.5512820511901707,12800000,False,True,1
3,200000,800000,20,730,0,300000,400000,300000,3.99999999999998,39999.999998,0.199999999989999,1000000,True,False,1
5,7300000,17200000,2,345,6100000,8400000,23200000,4900000,2.3561643835616435,8599999.9957,1.1780821911917807,42600000,False,False,0
4,3300000,11800000,2,847,7800000,2400000,12100000,3000000,3.575757575757575,5899999.997049999,1.7878787869848478,25300000,True,False,1
4,8300000,23300000,20,398,18500000,11500000,17100000,9900000,2.8072289156626504,1164999.99994175,0.14036144577611442,57000000,True,False,0
5,4100000,9600000,2,307,8800000,7800000,8500000,3100000,2.3414634146341458,4799999.997599999,1.170731706731707,28200000,True,True,0
1,7300000,23700000,16,852,9400000,6800000,22600000,8500000,3.246575342465753,1481249.9999074219,0.20291095889142763,47300000,True,False,1
1,9300000,27500000,6,364,12200000,13800000,25300000,10800000,2.9569892473118276,4583333.332569445,0.4928315411364993,62100000,True,False,0
2,4300000,15200000,12,552,3400000,2100000,12700000,4800000,3.5348837209302317,1266666.666561111,0.2945736433863048,23000000,False,True,1
3,2600000,8100000,2,421,4200000,3100000,6200000,2500000,3.115384615384614,4049999.9979749997,1.557692306913461,16000000,True,False,1
5,2900000,9800000,12,588,5900000,2300000,6800000,2900000,3.379310344827585,816666.6665986112,0.28160919537883133,17900000,False,False,1
2,900000,3500000,6,763,2300000,300000,2000000,600000,3.8888888888888844,583333.3332361111,0.6481481480401227,5200000,False,True,1
3,4900000,17500000,20,823,12600000,8700000,14300000,4800000,3.5714285714285707,874999.99995625,0.17857142856249997,40400000,True,True,1
0,7700000,24800000,10,642,16800000,10700000,27400000,4500000,3.2207792207792205,2479999.999752,0.3220779220457142,59400000,False,False,1
1,4700000,16800000,12,647,10400000,8300000,10600000,3400000,3.5744680851063824,1399999.9998833332,0.29787234040070915,32700000,False,False,1
5,3000000,8900000,20,886,2600000,1000000,10600000,2800000,2.966666666666666,444999.99997775,0.1483333333259166,17000000,True,False,1
4,9700000,26200000,4,518,26200000,0,22500000,14000000,2.701030927835051,6549999.9983625,0.6752577317899483,62700000,True,False,0
0,6900000,26800000,20,515,10800000,2500000,16700000,8300000,3.8840579710144922,1339999.999933,0.19420289854101447,38300000,False,True,0
2,3800000,12400000,8,340,1800000,2600000,9700000,2600000,3.263157894736841,1549999.99980625,0.4078947367911183,16700000,True,True,0
3,600000,1700000,14,521,0,1000000,1700000,600000,2.8333333333333286,121428.57141989795,0.20238095236649623,3300000,True,True,0
2,1200000,2900000,12,330,400000,1600000,3800000,600000,2.4166666666666647,241666.66664652777,0.20138888887210632,6400000,True,True,0
4,7800000,26800000,2,474,8900000,11200000,18400000,5600000,3.4358974358974357,13399999.9933,1.7179487170897434,44100000,True,True,1
0,9000000,35100000,6,898,500000,16200000,20700000,9100000,3.899999999999999,5849999.999025,0.6499999998916666,46500000,True,False,1
1,2800000,9100000,12,436,3600000,500000,7800000,3600000,3.249999999999999,758333.3332701388,0.27083333331076376,15500000,True,False,0
1,7800000,21300000,10,326,22800000,10700000,18500000,4500000,2.7307692307692304,2129999.999787,0.27307692304961534,56500000,True,False,0
4,4700000,9500000,18,876,11800000,6600000,18000000,4100000,2.0212765957446805,527777.7777484568,0.1122931442017993,40500000,False,True,1
2,4600000,17500000,20,597,11400000,6100000,14100000,4100000,3.8043478260869557,874999.99995625,0.19021739129483692,35700000,False,False,1
4,5100000,16100000,14,436,11400000,2700000,13100000,6700000,3.1568627450980387,1149999.999917857,0.22549019606232487,33900000,False,False,0
3,6100000,22800000,18,640,16800000,7300000,19600000,6000000,3.737704918032786,1266666.6665962962,0.20765027321250754,49700000,True,True,1
0,6000000,22900000,16,302,12200000,6500000,17700000,7100000,3.816666666666666,1431249.999910547,0.23854166665175777,43500000,True,False,0
2,8400000,23200000,16,476,15200000,5400000,18700000,8600000,2.7619047619047614,1449999.999909375,0.1726190476082589,47900000,True,False,0
2,9300000,22000000,14,393,4300000,3800000,28400000,13900000,2.365591397849462,1571428.5713163265,0.16897081412003506,50400000,False,False,0
0,4200000,10300000,10,506,9300000,4500000,12400000,6000000,2.4523809523809517,1029999.999897,0.24523809521357137,32200000,False,False,0
3,9600000,37800000,10,418,6700000,5500000,34900000,11300000,3.937499999999999,3779999.999622,0.39374999996062493,58400000,False,False,0
3,5600000,13400000,6,865,14900000,9700000,12300000,6000000,2.3928571428571423,2233333.332961111,0.39880952374305545,42900000,False,False,1
4,7800000,28600000,2,703,500000,12400000,29500000,10500000,3.666666666666666,14299999.99285,1.8333333324166665,52900000,False,False,1
2,4500000,12600000,2,568,6900000,3900000,17800000,2900000,2.7999999999999994,6299999.99685,1.3999999992999996,31500000,False,True,1
3,2400000,5900000,2,425,1100000,500000,7400000,2500000,2.4583333333333326,2949999.9985249997,1.2291666660520828,11500000,False,False,0
0,3900000,11300000,12,305,5000000,5900000,8800000,2100000,2.897435897435897,941666.6665881944,0.2414529914328703,21800000,True,False,0
5,9600000,20600000,6,456,17300000,11000000,21700000,11600000,2.145833333333333,3433333.332761111,0.35763888882928235,61600000,False,True,0
4,900000,2600000,2,602,600000,800000,3200000,1000000,2.8888888888888857,1299999.99935,1.4444444437222206,5600000,True,False,1
3,1100000,3800000,20,814,1400000,1500000,3200000,1100000,3.4545454545454515,189999.9999905,0.1727272727186362,7200000,False,True,1
4,6400000,24900000,2,640,10000000,5700000,18700000,6300000,3.8906249999999996,12449999.993774999,1.9453124990273434,40700000,True,False,1
2,4600000,15000000,4,817,7200000,2400000,13000000,6600000,3.2608695652173907,3749999.9990625,0.8152173911005433,29200000,False,False,1
4,7600000,29800000,20,361,13800000,5800000,15300000,5900000,3.921052631578947,1489999.9999255,0.1960526315691447,40800000,False,False,0
5,6800000,20100000,14,839,1900000,600000,15600000,7500000,2.955882352941176,1435714.2856117347,0.21113445376643156,25600000,True,False,1
5,7100000,27000000,20,592,5100000,9600000,20200000,7600000,3.80281690140845,1349999.9999325,0.19014084506091547,42500000,False,False,1
4,6700000,24700000,6,498,12900000,700000,18800000,8400000,3.686567164179104,4116666.6659805556,0.6144278605941127,40800000,True,True,0
5,5800000,12400000,6,847,5100000,9000000,14100000,7600000,2.1379310344827585,2066666.6663222222,0.35632183902107273,35800000,True,True,1
0,8600000,29400000,16,643,1000000,14100000,33000000,12300000,3.41860465116279,1837499.9998851563,0.21366279068432045,60400000,False,True,1
0,3500000,10600000,4,389,8300000,4800000,9100000,2500000,3.0285714285714276,2649999.9993375,0.7571428569535712,24700000,False,True,1
2,4800000,17500000,20,381,400000,6900000,13400000,7000000,3.6458333333333326,874999.99995625,0.18229166665755203,27700000,False,True,0
5,6100000,14400000,16,400,9200000,2800000,23800000,5600000,2.3606557377049175,899999.99994375,0.14754098359733603,41400000,False,True,0
5,5200000,12700000,16,718,11700000,100000,18100000,7200000,2.442307692307692,793749.9999503907,0.1526442307596905,37100000,False,True,1
5,4100000,12400000,8,309,8200000,1000000,13000000,3300000,3.024390243902438,1549999.99980625,0.3780487804405487,25500000,True,True,0
5,3200000,7400000,2,838,2200000,2900000,10200000,3600000,2.312499999999999,3699999.99815,1.1562499994218747,18900000,True,False,1
3,7500000,21600000,14,678,8800000,12100000,20100000,11200000,2.8799999999999994,1542857.1427469389,0.20571428569959183,52200000,True,True,1
2,1500000,4500000,14,826,3200000,1700000,4600000,1600000,2.9999999999999982,321428.5714056122,0.21428571427040802,11100000,True,True,1
4,1200000,3100000,16,348,1200000,2200000,3500000,1700000,2.5833333333333313,193749.99998789062,0.16145833332324205,8600000,False,True,0
1,8400000,19700000,6,476,24700000,16500000,31800000,12100000,2.345238095238095,3283333.332786111,0.3908730158078703,85100000,False,True,0
0,7900000,26300000,8,666,4600000,9200000,18400000,11800000,3.3291139240506324,3287499.9995890623,0.4161392404543116,44000000,True,True,1
1,2100000,4300000,20,896,100000,2300000,7500000,2300000,2.0476190476190466,214999.99998925,0.10238095237583329,12200000,False,True,1
2,2500000,7000000,20,547,800000,1200000,5200000,2300000,2.799999999999999,349999.9999825,0.13999999999299995,9500000,False,False,0
2,3700000,13900000,2,405,5900000,3200000,9100000,5500000,3.7567567567567557,6949999.996525,1.8783783774391887,23700000,True,True,1
5,1100000,4000000,16,498,400000,100000,2300000,700000,3.636363636363633,249999.999984375,0.22727272725852254,3500000,False,False,0
5,6500000,24800000,8,779,7000000,9600000,15700000,8800000,3.8153846153846147,3099999.9996125,0.47692307686346147,41100000,False,False,1
0,8200000,31500000,8,403,11500000,8800000,19000000,6100000,3.8414634146341458,3937499.9995078123,0.48018292676924534,45400000,True,True,0
2,5000000,12400000,8,709,11300000,6800000,13300000,4200000,2.4799999999999995,1549999.99980625,0.30999999996124994,35600000,True,False,1
1,1500000,6000000,6,507,2600000,2700000,4800000,1900000,3.9999999999999973,999999.9998333333,0.6666666665555552,12000000,True,False,0
5,3700000,9100000,18,368,3400000,2400000,8400000,3300000,2.4594594594594588,505555.55552746914,0.13663663662904568,17500000,True,False,0
3,4100000,14600000,16,760,4700000,6600000,14900000,3000000,3.5609756097560967,912499.9999429687,0.22256097559584598,29200000,False,True,1
2,7200000,16800000,6,796,6600000,6100000,14400000,9800000,2.333333333333333,2799999.9995333333,0.388888888824074,36900000,True,False,1
1,2000000,5000000,6,876,500000,2900000,5800000,1500000,2.4999999999999987,833333.3331944444,0.416666666597222,10700000,False,False,1
3,2000000,4700000,14,673,800000,3400000,5900000,1500000,2.3499999999999988,335714.2856903061,0.16785714284515296,11600000,True,False,1
1,5100000,11500000,4,747,5000000,8900000,14100000,7000000,2.2549019607843133,2874999.99928125,0.5637254900551469,35000000,False,True,1
1,6000000,13600000,12,589,9000000,300000,12600000,7100000,2.266666666666666,1133333.3332388888,0.1888888888731481,29000000,True,False,1
1,4900000,18100000,8,382,13600000,400000,15500000,2400000,3.6938775510204076,2262499.9997171876,0.4617346938198341,31900000,False,False,0
3,900000,2300000,12,900,1300000,0,3300000,1100000,2.5555555555555527,191666.66665069445,0.2129629629452158,5700000,True,True,1
1,7500000,25000000,18,628,3500000,2200000,21700000,4700000,3.333333333333333,1388888.8888117285,0.1851851851748971,32100000,False,True,1
2,6400000,25000000,12,667,13500000,5500000,25500000,5400000,3.9062499999999996,2083333.3331597222,0.3255208333062065,49900000,False,False,1
2,8700000,26400000,2,778,8500000,2400000,28800000,10300000,3.034482758620689,13199999.9934,1.5172413785517238,50000000,False,True,1
4,7300000,17200000,18,831,18500000,4300000,23000000,5200000,2.3561643835616435,955555.5555024692,0.13089802130170808,51000000,False,True,1
5,7400000,27100000,4,320,19800000,14600000,25200000,9400000,3.662162162162162,6774999.99830625,0.9155405403116553,69000000,False,False,1
2,2700000,9300000,16,656,7700000,2500000,6400000,3600000,3.4444444444444433,581249.9999636719,0.21527777776432286,20200000,False,False,1
3,3400000,8900000,6,896,4200000,4800000,10200000,4200000,2.6176470588235285,1483333.3330861111,0.436274509731209,23400000,False,False,1
3,2100000,7400000,4,320,3300000,2700000,6300000,2200000,3.5238095238095224,1849999.9995374999,0.8809523807321424,14500000,True,True,1
2,3100000,10500000,10,751,5500000,5900000,9000000,1600000,3.387096774193547,1049999.999895,0.33870967738548374,22000000,True,False,1
5,4700000,17400000,2,523,10600000,7000000,10900000,5200000,3.7021276595744674,8699999.995649999,1.8510638288617016,33700000,True,False,1
5,3100000,10500000,6,584,7700000,2100000,10900000,2900000,3.387096774193547,1749999.9997083333,0.5645161289381718,23600000,False,False,1
2,5700000,20400000,2,630,3000000,3100000,22600000,2900000,3.578947368421052,10199999.9949,1.7894736833157892,31600000,True,False,1
3,2300000,8000000,14,472,4400000,3300000,7700000,1800000,3.478260869565216,571428.5713877551,0.24844720495119776,17200000,False,True,0
0,6600000,18500000,16,802,14600000,1100000,21800000,9700000,2.8030303030303028,1156249.9999277343,0.17518939392844457,47200000,True,True,1
2,2700000,6400000,18,547,5000000,1700000,9200000,1700000,2.3703703703703694,355555.55553580244,0.13168724279103788,17600000,False,True,0
1,800000,2800000,16,726,2000000,1300000,3100000,1200000,3.4999999999999956,174999.9999890625,0.21874999998632783,7600000,True,True,1
1,6600000,18500000,8,712,2300000,3200000,24400000,7600000,2.8030303030303028,2312499.9997109375,0.3503787878349905,37500000,False,False,1
3,3900000,10700000,6,790,10600000,1900000,12500000,2700000,2.7435897435897427,1783333.3330361112,0.4572649571887464,27700000,False,False,1
5,200000,600000,16,396,0,0,500000,200000,2.9999999999999853,37499.99999765625,0.18749999998828032,700000,True,False,0
3,2000000,4200000,6,831,1300000,1700000,6900000,1200000,2.099999999999999,699999.9998833333,0.34999999994166653,11100000,False,False,1
2,9100000,20900000,20,632,4200000,400000,30000000,13200000,2.296703296703296,1044999.99994775,0.11483516482942305,47800000,False,True,1
3,4700000,10800000,8,527,13300000,3100000,13600000,4800000,2.2978723404255317,1349999.99983125,0.2872340425172872,34800000,False,False,0
3,3200000,11100000,6,708,8900000,5700000,8100000,1500000,3.468749999999999,1849999.9996916666,0.5781249999036456,24200000,True,True,1
2,1700000,4200000,14,829,200000,1600000,4600000,1600000,2.4705882352941164,299999.99997857143,0.176470588222689,8000000,True,False,1
1,2600000,8100000,12,854,4500000,5100000,6300000,2500000,3.115384615384614,674999.99994375,0.2596153845937499,18400000,True,False,1
3,2700000,6700000,14,899,2400000,4200000,6000000,2000000,2.4814814814814805,478571.4285372449,0.17724867723601656,14600000,True,True,1
0,3600000,13400000,6,589,3600000,0,11200000,4000000,3.7222222222222214,2233333.332961111,0.6203703702669751,18800000,True,True,1
4,7200000,26000000,6,571,4700000,0,22600000,4200000,3.6111111111111107,4333333.332611111,0.6018518517515431,31500000,False,True,1
2,2500000,6400000,6,708,6900000,200000,9900000,3500000,2.559999999999999,1066666.666488889,0.4266666665955554,20500000,True,True,1
2,5500000,19600000,16,328,2400000,4800000,10900000,3700000,3.563636363636363,1224999.9999234376,0.22272727271335224,21800000,True,False,0
3,9200000,33500000,8,564,20800000,15200000,29800000,11400000,3.641304347826086,4187499.9994765623,0.4551630434213654,77200000,False,True,1
3,9000000,19000000,8,693,18300000,4500000,29600000,7200000,2.1111111111111107,2374999.999703125,0.2638888888559027,59600000,True,False,1
4,5900000,15000000,14,626,16400000,4600000,17600000,8200000,2.5423728813559316,1071428.5713520409,0.18159806294102385,46800000,True,True,1
4,5600000,15600000,12,470,9900000,10700000,14600000,7000000,2.785714285714285,1299999.9998916667,0.23214285712351188,42200000,False,False,0
2,3200000,12500000,8,849,400000,5300000,10400000,4400000,3.9062499999999987,1562499.9998046875,0.4882812499389647,20500000,True,True,1
5,9100000,27800000,16,547,21900000,7000000,31900000,9400000,3.0549450549450543,1737499.9998914062,0.1909340659221325,70200000,True,False,0
0,4600000,15100000,2,417,5600000,3900000,11800000,6600000,3.2826086956521734,7549999.996224999,1.6413043470054343,27900000,True,True,1
4,7300000,14900000,2,358,13600000,12300000,20400000,7300000,2.0410958904109586,7449999.996274999,1.0205479446952053,53600000,False,False,0
5,1300000,3100000,16,826,200000,1700000,5100000,1400000,2.384615384615383,193749.99998789062,0.14903846152914652,8400000,True,True,1
0,1800000,4200000,6,836,1300000,1900000,6800000,2000000,2.333333333333332,699999.9998833333,0.38888888882407385,12000000,True,False,1
3,500000,1700000,10,509,400000,300000,1400000,300000,3.3999999999999932,169999.999983,0.3399999999659993,2400000,False,False,0
2,5700000,20500000,20,581,15200000,7800000,11400000,8500000,3.596491228070175,1024999.99994875,0.17982456139451752,42900000,True,True,1
4,300000,1100000,4,359,100000,0,1000000,200000,3.6666666666666545,274999.99993125,0.916666666437497,1300000,False,False,1
